"site","begin","end"
"C-141","1500","1900"
"C-138","1500","1900"
"C-135","1500","1900"
"C-133","1500","1900"
"C-171","1500","1900"
"C-146","1500","1900"
"C-77","1500","1900"
"C-56","1050","1500"
"C-55","1500","1900"
"C-90","1000","1500"
"C-23","1500","1900"
"C-24","1050","1500"
"C-47","800","1500"
"LC-57","1500","1900"
"LC-54","1500","1900"
"LC-48","1500","1900"
"C-87","800","1050"
"A-51","1550","1900"
"A-52","1500","1900"
"A-53","800","1900"
"A-54","800","1900"
"A-56","1550","1900"
"A-113","1500","1900"
"A-111","800","1900"
"A-130","1050","1900"
"A-129","800","1900"
"A-44","800","1000"
"C-27","1500","1900"
"A-128","1050","1900"
"A-105","1050","1900"
"A-104","1050","1900"
"A-120","1500","1900"
"A-115","1050","1500"
"A-36","1050","1900"
"A-31","800","1900"
"C-40","1050","1500"
"C-41","1000","1500"
"C-22","1050","1500"
"C-26","1050","1500"
"A-41","800","1000"
"C-62","1000","1900"
"C-65","1500","1900"
"C-64","1050","1900"
"A-40","800","1900"
"A-100","1050","1900"
"A-46","1500","1900"
"A-102","800","1900"
"A-42","800","1000"
"A-107","1000","1450"
"A-38","1050","1900"
"A-63","1500","1900"
"Well Site","1125","1350"
"Pickup Pueblo","1100","1350"
"41CU1","750","1550"
"41CU2","1175","1350"
"41CU3","1175","1350"
"41CU4","1175","1450"
"41CU5","1175","1450"
"41CU6","1175","1450"
"41CU8","1200","1450"
"41CU237","1175","1400"
"41HZ335","1200","1550"
"41HZ336","1025","1350"
"Wind Canyon--Jornada; 41HZ119","1100","1350"
"Purcell Pueblo; 41EP791","1175","1350"
"Sgt. Doyle Pueblo; 41EP18","1125","1350"
"41EP28","1100","1350"
"Rocky Arroyo","1175","1400"
"P2","1200","1300"
"P3","900","1300"
"P4","900","1300"
"P9","1200","1300"
"P10","1200","1300"
"P11","1200","1300"
"P12","1200","1300"
"P13","1200","1300"
"P15","600","900"
"P16","1200","1300"
"P22","600","900"
"P23","900","1200"
"P24","1200","1300"
"P25","1200","1300"
"P28","1200","1300"
"P29","900","1300"
"P31","1200","1400"
"P34","1000","1300"
"P36","600","950"
"P38","1200","1300"
"P39","1200","1300"
"P43","1200","1550"
"P44","1200","1300"
"P48","1200","1400"
"P49","900","1200"
"P50","1200","1300"
"P51","900","1050"
"P56","900","1550"
"P57","900","1300"
"P58","1200","1550"
"P59","1175","1550"
"P64","900","1300"
"The Merchant Site","1200","1450"
"Boot Hill Site","1175","1350"
"Burro Tanks Site","1175","1550"
"Laguna La Plata Site","1200","1300"
"AR-03-06-03-1011","1050","1200"
"AR-03-06-03-1020","1050","1200"
"AR-03-06-03-1025","1050","1200"
"AR-03-06-03-946","1050","1200"
"AR-03-06-03-947","1050","1200"
"AR-03-06-05-260","1025","1125"
"AR-03-06-05-454","750","1125"
"AR-03-06-05-487","1000","1125"
"AR-03-06-05-583","1025","1125"
"AR-03-06-05-589","1000","1125"
"AR-03-06-05-590","1000","1125"
"AR-03-06-05-608","1000","1125"
"AR-03-06-06-1045","750","900"
"AR-03-06-06-1415","1050","1200"
"AR-03-06-06-1419","1050","1200"
"AR-03-06-06-1425","1050","1200"
"AR-03-06-06-1434","1050","1200"
"AR-03-06-06-1451","1050","1200"
"AR-03-06-06-317","1050","1275"
"AR-03-06-06-378","1050","1200"
"AR-03-06-09-310a","1050","1200"
"AR-03-06-09-310b","1050","1300"
"AR-03-06-09-314","1050","1300"
"AR-03-06-09-315","1175","1300"
"AR-03-06-09-320","900","1300"
"AR-03-06-09-338","1050","1200"
"AR-03-06-99-238","1000","1300"
"AR-03-06-99-240","1175","1300"
"AR-03-06-99-244","1050","1200"
"AR-03-06-99-246","1050","1300"
"AR-03-06-99-247","1050","1200"
"AR-03-06-99-312","1175","1300"
"AZ CC:10:50","900","1125"
"AZ CC:10:59","1000","1125"
"AZ CC:10:60","1000","1125"
"AZ CC:10:61","1000","1125"
"AZ CC:10:65","1000","1125"
"AZ CC:11:52","1000","1125"
"Bradsby Site (Graybill 32)","1025","1125"
"Bruton Bead","900","1125"
"Burro Springs 1","1000","1125"
"Centerfire Pueblo","1050","1300"
"Columbus Pueblo","900","1100"
"Cooney Ranch 1","900","1125"
"Danson 1","750","900"
"Danson 161","1050","1300"
"Danson 2","750","900"
"Danson 4","1000","1125"
"Danson 5","750","1125"
"Danson 69","1050","1300"
"Danson 72","1050","1200"
"Danson 76","1050","1175"
"Diablo Village","1000","1125"
"Diamond Creek","750","1125"
"DZ Site","1050","1200"
"East Ridge Pueblo","1050","1200"
"Elk Ridge Ruin","1050","1125"
"Fence Corner","725","800"
"Galaz","775","1125"
"Gobernadora","1000","1125"
"Goesling Site","875","1050"
"Graybill 01","750","1125"
"Graybill 03","1000","1125"
"Graybill 16","1000","1125"
"Graybill 22","725","800"
"Graybill 38","1000","1125"
"Graybill 41","1000","1125"
"Graybill 52","1000","1125"
"Graybill 69","1000","1125"
"Graybill 80","1000","1125"
"Harris","750","900"
"Haury's Site","1050","1200"
"Heron Ruin","1000","1125"
"Hillside Pueblo","1050","1200"
"Huesito","1000","1125"
"Jackson Fraction","900","1125"
"Johnson Basin Site","1050","1300"
"Juniper Village","900","1125"
"LA 10044","1000","1300"
"LA 10045","800","1125"
"LA 10052","1000","1125"
"LA 10055","1000","1125"
"LA 3253","1000","1300"
"LA 3260","1050","1300"
"LA 3278","800","1125"
"LA 6537","1000","1125"
"Lightning Strike","1050","1200"
"Los Tules","1000","1125"
"Luna Village","750","900"
"MC 110","775","1350"
"McDermott-1","900","1125"
"McDermott-2","900","1125"
"McDermott-4","900","1125"
"Mogollon Village","775","900"
"NAN Ranch","1000","1125"
"North Hills I","1000","1125"
"Northgate","1000","1125"
"Oak Springs Pueblo","1050","1200"
"Ojasen","1000","1125"
"Ponderosa Ranch Ruin","1000","1125"
"Quail Run","1000","1125"
"Riverside","900","1100"
"Running Water Site (Graybill 2)","1000","1125"
"Saige McFarland","775","1125"
"SAK Site","1050","1200"
"Sandcliffe","1000","1125"
"Sapillo Campground Pueblo","1025","1350"
"Sawmill Site","1050","1200"
"Scorpion","1000","1125"
"Site 30","550","900"
"South Leggett Pueblo","1050","1175"
"SU Site","1050","1200"
"Swarts Ruin","1000","1125"
"Switchback Site","875","1200"
"Temporal","1000","1125"
"Terry Canyon Village","725","1025"
"Three Circle Site","750","900"
"Three Pines Pueblo","1050","1200"
"Thunder Ridge","1050","1200"
"Timber Draw","900","1125"
"Turkey Foot Ridge","750","900"
"Twin Bridges","750","900"
"West Fork Ruin","750","1125"
"Wet Leggett Pueblo","1050","1200"
"Williams Site","875","1150"
"Wind Mountain","800","1125"
"Y:4:7","750","900"
"AZ U:1:19 (ASU)","1000","1250"
"AZ U:1:57 (ASU)","850","1150"
"Maricopa Road Site","875","1150"
"Va-pak","700","1000"
"Beeth Ha-a-a","750","1000"
"Watch Frog","1025","1100"
"LA 10770","1000","1175"
"LA 18167-KNC-1","875","1100"
"LA 18172-KNC-6","875","1150"
"LA 18208-KNC-42","875","1100"
"LA 18215-KNC-49","875","1150"
"LA 18216-KNC-50","875","1150"
"Son I:7:3","700","1100"
"Son I:7:7","700","1100"
"Son I:7:8","700","1100"
"Son I:7:9","700","1100"
"Son I:7:10","700","1100"
"Son I:11:5A","700","1100"
"Son I:11:5B","700","1100"
"Son I:11:6","700","1100"
"Son I:11:11","700","1100"
"Son I:15:1","800","1100"
"Son I:16:2","700","1100"
"Son I:16:4","700","1100"
"Son I:16:5","700","1100"
"Son J:13:1","700","1100"
"Son M:4:6","700","1100"
"Son N:2:2","700","1100"
"YE 07-1","500","1200"
"YE 07-2","500","1200"
"YE 07-3","500","1200"
"YE 07-6","500","1200"
"YE 09-3","500","1200"
"YE 09-7","500","1200"
"YE 14-3","500","1200"
"YE 14-6","500","1200"
"YE 15-3","500","1200"
"YE 15-4","500","1200"
"YE 15-7","500","1200"
"YE 15-9","500","1200"
"YE 18-1","500","1200"
"YE 22-2","500","1200"
"YE 22-3","500","1200"
"YE 22-4","500","1200"
"YE 24-2","500","1200"
"YF 00-3","500","1200"
"YF 00-5","500","1200"
"YF 00-7","500","1200"
"YF 00-8","500","1200"
"YF 01-1","0","1200"
"YF 01-2","500","1200"
"YF 02-1","500","1200"
"YF 10-1","500","1200"
"YF 10-5","500","1200"
"YF 10-6","500","1200"
"YF 12-2","0","1200"
"YF 12-4","500","1200"
"YF 12-5","500","1200"
"YF 12-6","500","1200"
"YF 13-1","500","1200"
"YF 13-4","500","1200"
"XE 88-1","500","1200"
"YE 06-1","500","1200"
"YE 06-2","500","1200"
"YE 07-5","500","1200"
"YE 07-7","500","1200"
"YE 07-8","500","1200"
"YE 07-13","500","1200"
"YE 07-15","500","1200"
"YE 14-1","500","1200"
"YE 14-2","500","1200"
"YE 14-5","500","1200"
"YE 15-1","500","1200"
"YE 15-2","500","1200"
"YE 15-5","500","1200"
"YE 22-1","500","1200"
"YE 22-5","500","1200"
"YE 23-1","500","1200"
"YE 23-2","500","1200"
"YE 23-3","500","1200"
"YE 24-1","500","1200"
"YE 24-3","500","1200"
"YE 24-4","500","1200"
"YE 24-5","500","1200"
"YE 27-4","500","1200"
"YF 00-1","500","1200"
"YF 00-2","500","1200"
"XE 78-2","500","1200"
"XE 78-3","500","1200"
"XE 64-1","500","1200"
"YE 09-10","500","1200"
"YE 29-2","500","1200"
"YE 29-4","0","1200"
"YF 10-2","500","1200"
"YF 11-3","700","1200"
"YF 13-6","500","1200"
"XF 90-1","500","1200"
"YE 07-10","500","1200"
"YF 07-11","500","1200"
"YE 09-2","500","1200"
"YE 09-8","500","1200"
"YE 27-1","500","1200"
"YE 27-3","500","1200"
"YF 03-1","500","1200"
"YF 04-1","700","1450"
"YF 12-7","700","1525"
"YF 13-5","500","1450"
"YE 07-4","500","1100"
"YE 07-14","500","1200"
"YE 07-16","500","1200"
"YE 09-5","500","1200"
"YF 00-6","200","1200"
"YF 12-3","0","1200"
"YE 06-3","500","1200"
"YE 07-9","500","1200"
"YE 08-2","500","1200"
"YE 09-1","500","1200"
"YE 09-6","500","1200"
"YE 14-4","500","1200"
"YE 15-6","500","1200"
"YF 01-4","500","1200"
"YF 11-1","500","1200"
"YF 12-1","500","1200"
"XE 99-1","500","1200"
"YE 09-9","500","1200"
"YE 18-2","500","1200"
"YF 13-2","500","1200"
"YF 13-3","500","1200"
"AZ DD:15:10; Sauer and Brand 23","700","1150"
"SON F:01:7","700","1150"
"SON F:01:8","700","1150"
"SON F:02:1","700","1150"
"SON F:02:13","700","1150"
"SON F:02:14","700","1150"
"SON F:02:17","700","1150"
"SON F:02:18","700","1150"
"SON F:02:19","700","1150"
"SON F:02:22","700","1150"
"SON F:02:23","700","1450"
"SON F:02:25","700","1150"
"SON F:02:29","700","1150"
"SON F:02:31","700","1150"
"SON F:02:33","700","1150"
"SON F:02:34","700","1150"
"SON F:02:35","700","1150"
"SON F:02:36","700","1150"
"SON F:02:37","700","1150"
"SON F:02:38","700","1150"
"SON F:02:39","700","1150"
"SON F:02:40","700","1150"
"SON F:02:41","700","1150"
"SON F:02:43","700","1150"
"SON F:02:44","700","1150"
"SON F:02:45","700","1150"
"SON F:02:46","700","1150"
"SON F:02:47","700","1150"
"SON F:02:48","700","1150"
"SON F:02:49","700","1150"
"SON F:02:50","700","1150"
"SON F:02:51","700","1150"
"SON F:02:52","700","1150"
"SON F:02:53","700","1150"
"SON F:02:54","700","1150"
"SON F:02:55","700","1150"
"SON F:02:56","700","1150"
"SON F:02:58","700","1150"
"SON F:02:59","700","1150"
"SON F:02:60","700","1150"
"SON F:02:67","700","1150"
"SON F:02:68","700","1150"
"SON F:02:69","700","1150"
"SON F:02:70","700","1150"
"SON F:02:73","700","1150"
"SON F:02:76","700","1150"
"SON F:02:77","700","1150"
"SON F:02:78","700","1150"
"SON F:02:82","700","1150"
"SON F:05:14","700","1150"
"SON F:05:15","700","1150"
"SON F:05:5","700","1150"
"SON F:06:10","700","1150"
"SON F:06:12","700","1150"
"SON F:06:14","700","1150"
"SON F:06:15","700","1150"
"SON F:06:16","700","1150"
"SON F:06:17","700","1150"
"SON F:06:19","700","1150"
"SON F:06:20","700","1150"
"SON F:06:21","700","1150"
"SON F:06:3","700","1150"
"SON F:06:5","700","1150"
"SON F:06:6","700","1150"
"El Cuertalejo","1650","1900"
"Goosenecks Overlook","1075","1175"
"Reusch Site","1075","1175"
"Three Mile Ruin","1050","1200"
"Bear River No. 2","1100","1250"
"Snake Rock Village","1100","1250"
"Salt Lake Airport","1100","1250"
"Caldwell Village","1050","1250"
"Hummingbird Hill","1100","1250"
"Overlook","1100","1250"
"Mariah Site","1100","1250"
"Evans Mound 1973","1100","1250"
"26LN1775","1100","1250"
"Circle Terrace","1075","1225"
"Conway Shelter","1100","1225"
"O'Malley Shelter","1100","1200"
"Scott Site","1100","1250"
"Knoll Site","1100","1250"
"Levee Site","1100","1250"
"Alvey Site","1075","1175"
"Spencer Site","1100","1250"
"42GA4431","1100","1250"
"Alice Hunt","1125","1225"
"North Point","875","1275"
"Gnat Haven","825","1000"
"Ninas Hill","1250","1300"
"Charles B. Hunt","1050","1250"
"Windy Ridge Village","1100","1250"
"Backhoe Village","1100","1250"
"Pharo Village","1100","1250"
"Median Village","1100","1200"
"Paragonah","1100","1250"
"Frei Site","1050","1225"
"East Fork Village (KR2)","1100","1250"
"Hunchback Shelter","1100","1250"
"Mud Springs--Fremont","1100","1250"
"Woodard Mound","1100","1250"
"Pine Park Shelter","1100","1250"
"Innocents Ridge","1050","1250"
"Nephi Mounds","1100","1250"
"Goodrich Site","1100","1250"
"Whiterocks Village","1100","1250"
"Bear River No. 3","1100","1250"
"Mukwitch Village","1100","1250"
"Radford Cave","1100","1250"
"Lott's Farm","1100","1250"
"Icicle Bench","1100","1250"
"Radford Roost","1100","1250"
"Five Finger Ridge","1100","1250"
"Block 49","1100","1250"
"South Temple","1100","1250"
"Garrison Site","1100","1250"
"Poplar Knob","975","1300"
"Old Woman","1100","1250"
"Old Road","1100","1250"
"Ivie Ridge","1100","1250"
"Fallen Woman","1100","1250"
"Bear River 1","1100","1250"
"Round Spring","1100","1250"
"Deep Stone","1100","1250"
"Fallen Eagle","1100","1250"
"42Be743","1100","1250"
"42In218","1100","1250"
"42Jb1","1100","1250"
"Snake Valley (9 sites)","1100","1250"
"Baker Village","1100","1250"
"42Md973","1100","1250"
"42Ga43","1000","1100"
"42Ka173","1050","1250"
"Davis Pool; 42Ka235","1075","1300"
"Davis Kiva, 42Ka241","1050","1225"
"42KA254","1025","1175"
"Triangle Cave; 42Ga28","900","1225"
"26LN367","1100","1250"
"26LN370","1100","1250"
"26LN372","1100","1250"
"26LN374","1100","1250"
"26LN141","1100","1250"
"26LN148","1100","1250"
"26LN157","1100","1200"
"26LN102","1100","1250"
"26LN103","1100","1250"
"26LN113","1100","1250"
"26LN412","1100","1250"
"Parunuweap Knoll","1075","1175"
"Bonanza Dune","1075","1175"
"Sand Hill Site","1075","1300"
"Playa Site","900","1125"
"42Wn297","1050","1225"
"42Wn959","1100","1250"
"42Ws126","1050","1225"
"Woodbury V-1","1175","1300"
"42MD139","1100","1250"
"42MD176","1100","1250"
"26WP6","1100","1250"
"26WP7","1100","1250"
"26WP8","1100","1250"
"26WP12","1100","1250"
"42BE12","1100","1250"
"Matsonpi","1200","1300"
"Little Sun Altar","1025","1225"
"NA 31483","1050","1225"
"Tunnel Granary","1175","1275"
"Watchtower","1100","1250"
"Stone Circle House","1150","1300"
"Dune Ridge","1050","1300"
"Biface House","1050","1250"
"Opuntia House","1150","1225"
"Seven Step Kiva","1200","1275"
"Last Chance","1100","1225"
"Emery Site","1100","1250"
"42Em4","1100","1250"
"Camelot Pueblo","1200","1300"
"Cerros Mojinos","1050","1300"
"Bald Hill","1275","1425"
"LA 20954","1450","1550"
"Sacramento Pueblo","1100","1350"
"LA 37009","1125","1350"
"LA 161492","1000","1350"
"LA 91441","1100","1350"
"LA 91545","1100","1350"
"41EP1039","1000","1100"
"41EP1046","1000","1350"
"Pueblo Sin Casas","1100","1350"
"41EP1618","1000","1350"
"41EP1661","1000","1350"
"41EP5375","1175","1350"
"41EP1081","1000","1350"
"41EP1647","1350","1450"
"41EP823","1000","1350"
"LA 6031","550","1300"
"LA 159511","1050","1300"
"LA 159512 Great Kiva","750","1300"
"LA 159513","1050","1300"
"LA 159518","750","1300"
"LA 159519","1050","1300"
"LA 159479","1200","1300"
"LA 159480","1050","1300"
"Woodrow Ruin","800","1125"
"La Casa Solitaria","800","1200"
"La Mesa--Sonora","800","1200"
"Casa Pima","800","1200"
"Pichilingue 1","800","1200"
"Stone Altar","800","1200"
"SON P:6:16","800","1200"
"SON P:6:18","800","1200"
"Las Tortugas--Sonora","800","1200"
"Santa Ana--Sonora","800","1200"
"El Cemeterio","800","1150"
"Rancho Santa Ana","800","1200"
"El Obispo I","800","1200"
"Garambullo 1","800","1200"
"La Estrella","800","1200"
"Los Cuatro Ases 2","800","1200"
"SON P:10:40","800","1200"
"El Meteorito","800","1200"
"SON P:10:68","800","1200"
"La Batea","800","1200"
"SON P:10:73","800","1200"
"SON P:10:78","800","1200"
"El Baleneario I","800","1200"
"SON P:10:83","800","1200"
"Los Cochis I","800","1200"
"Los Cochis II","800","1200"
"SON P:10:93","800","1200"
"SON P:10:98","800","1200"
"Las Pilas I","800","1200"
"Las Pilas II","800","1200"
"LA 2480","1050","1250"
"LA 2491","600","925"
"LA 2493","1050","1150"
"LA 2497","1000","1150"
"LA 2507","550","925"
"LA 2508","875","1050"
